RAMP3,CRCP
FOLR1 ,BTD 
FOLR1 ,HSPA13 
FOLR1 ,PPT1 
FOLR1 ,ATP1B3 
FOLR1 ,LGALS3BP 
FOLR1 ,P3H1 
FOLR1 ,TREML2 
FOLR1 ,CD276 
FOLR1 ,RTN4RL2 
FOLR1 ,GPRC5A 
FOLR1 ,SCARB1 
FOLR1 ,TSPEAR 
FOLR1 ,SIAE 
FOLR1 ,PCYOX1 
FOLR1 ,DPP7 
FOLR1 ,HYOU1 
ELN ,BGN 
ELN ,FBLN1 
ELN ,AOAH 
ELN ,ADRA1B 
ELN ,SAA4 
ELN ,FBN1 
ELN ,FBN2 
ELN ,MMP12 
ELN ,TGM4 
ELN ,FBLN2 
ELN ,PAPPA 
ELN ,ICAM4 
ELN ,LTBP4 
ELN ,OR8D2 
ELN ,FBLN5 
ELN,FBN2 
ELN,MFAP2
CSF2RA ,CSF2RB 
NME1 ,RORA
NME1 ,C1QBP 
NME1 ,RORB 
NME1 ,AP2M1 
VEGFA ,GPC1 
VEGFA ,KDR 
VEGFA ,PGF 
VEGFA ,SEMA3F 
VEGFA ,ITGA9 
VEGFA ,IGFBP7 
VEGFA,KDR 
VEGFA,GPC1 
VEGFA,KDR 
CD1D ,CALR 
TIMP2 ,MMP8 
TIMP2 ,ITGA3 
TIMP2 ,MMP14 
TIMP2 ,MMP15 
TIMP2 ,MMP16 
CD44 ,ITGB4 
CD44 ,SELE 
CD44 ,ITGA2 
CD44 ,IGFBP3 
CD44 ,M6PR 
CD44 ,COL5A1 
CD44 ,ITGA3 
CD44 ,CALR 
CD44 ,PRDX5 
CD44 ,L1CAM 
CD44 ,FBN1 
CD44 ,BSG 
CD44 ,TGFBR1 
CD44 ,BTD 
CD44 ,HSPA13 
CD44 ,PPT1 
CD44 ,ATP1B3 
CD44 ,LGALS3BP 
CD44 ,DMP1 
CD44 ,MADCAM1 
CD44 ,BMPR2 
CD44 ,P3H1 
CD44 ,TREML2 
CD44 ,CD276 
CD44 ,SCARB1 
CD44 ,TSPEAR 
CD44 ,MYDGF 
CD44 ,HBEGF 
CD44 ,SIAE 
CD44 ,PCYOX1 
CD44 ,DPP7 
CD44 ,HYOU1 
CD44,SELE 
CD44,IGFBP3 
CD44,TGFBR1
CD44,DMP1
CD44,MADCAM1
CD44,ERBB4
ITGB4 ,ITGA2 
ITGB4 ,LGALS3 
ITGB4 ,CD9 
ITGB4 ,ITGA6 
ITGB4 ,PTPRD 
ITGB4 ,CALR 
ITGB4 ,PRDX5 
ITGB4 ,BSG 
ITGB4 ,CD151 
ITGB4 ,LAMB2 
ITGB4 ,NELL1 
ITGB4 ,MYDGF 
ITGB4 ,AP2M1 
ITGB4 ,SERAC1 
ITGB4 ,ERBIN 
ITGB4 ,COL17A1 
ITGB4,CD9 
ITGB4,ITGA6
ITGB4,CD151 
ITGB4,LAMB2 
PDGFRA ,ULBP2 
PDGFRA ,PDGFC 
TIMP2 ,MMP14 
PCSK2 ,PMCH 
FER ,ERBB3 
FER ,SMC3 
CCL3L1 ,DPP4 
CCL3L1 ,CCR1 
CCL3L1 ,CCR3 
CCL3L1 ,CCR5 
NPPB ,DPP4 
NPPB ,FAP 
IL7R ,IL2RG 
IL7R ,TSLP 
IL7R ,DBNL 
IFNAR1 ,IFNA8 
IFNAR1 ,IFNAR2 
IFNAR1 ,IFNAR2
IFNAR1 ,TRAF2 
ITGA2 ,CD9 
ITGA2 ,LAMA1 
ITGA2 ,COL8A1 
ITGA2 ,CALR 
ITGA2 ,PRDX5 
ITGA2 ,BSG 
ITGA2 ,DCC 
ITGA2 ,CD47 
ITGA2 ,SLC1A5 
ITGA2 ,MYDGF 
NPR3 ,NPPC 
NPR3,NPPC 
HLA-G ,KIR3DL1 
HLA-G ,B2M 
HLA-G ,KLRD1 
HLA-G ,LILRB1 
CHRNB2 ,CHRNA4 
CHRNB2 ,CHRNA2 
ENG ,ENG
ENG ,ACVR2A 
ENG ,TGFBR1 
ENG ,ACVRL1 
ENG ,MMP14 
ENG ,TGFB2 
ENG ,TGFBR3 
ENG,ACVR2A 
ENG,TGFBR1
ENG,TGFB2 
ENG,TGFBR3 
LGALS3 ,ANXA7 
LGALS3 ,S100A7 
LGALS3 ,RUNX1 
LGALS3 ,ITIH4 
LGALS3 ,MICA 
LGALS3 ,RYR2 
LGALS3 ,MYOC 
IGFBP3 ,IGFBP5 
FLT1,SCARB1 
FLT1,ROBO4 
LBP ,CFHR1 
PTPRA ,MDK 
PTPRA ,HSPG2 
GABRB1 ,GABRG2 
GABRB1 ,GABRB2
GABRB1 ,C1QBP 
GABRB1 ,GABRG1 
GABRG2 ,DRD5 
GABRG2 ,GABRB3
GABRG2 ,GABRB2 
GABRG2 ,GABRB2
GABRG2 ,GABRG1 
ADCYAP1 ,DPP4 
ADCYAP1 ,FAP 
IL1RN ,IL1R2 
IL1RN,IL1R2 
ITGB6 ,TNC 
CDH2 ,PTPRJ 
CDH2 ,CDON
EPOR ,IL3RA 
VCAM1 ,ITGB7 
VCAM1 ,HMGB2 
VCAM1 ,S100A7 
VCAM1 ,PPT1 
VCAM1 ,YARS1 
VCAM1 ,ITGA9 
VCAM1 ,AP2M1 
VCAM1,ITGB7 
VCAM1,ITGA9 
TNFRSF1A ,GRN 
TNFRSF1A ,LTB 
TNFRSF1A ,C1QBP 
TNFRSF1A ,TRAF2 
TNFRSF1A ,SLC1A5 
TNFRSF1A ,AGTRAP 
TNFRSF1A ,TNFRSF25
TNFRSF1A ,MYOC 
ITIH1 ,PRSS3 
ITIH1 ,ADRA1B 
ITIH1 ,OR3A2 
ITIH1 ,DCD 
ITIH1 ,SLC1A5
ITIH1 ,OR2T6 
ITIH1 ,RYR2 
ITIH1 ,OR8D2 
CXCL2 ,CXCL5 
FST ,FSTL1 
FST,INHBE 
CR2 ,CFP 
TCN1 ,AZGP1 
TCN1 ,WFDC2 
TCN1 ,BPIFB1 
TCN1 ,BPIFA1 
ANXA7 ,COL4A5 
ANXA7 ,SDF4 
ANXA7 ,SEMA5B 
AZU1 ,PRTN3 
AZU1 ,ARL8B 
TNFRSF1B ,SLC1A3 
TNFRSF1B ,TRAF2 
TNFRSF1B ,SLC1A5 
TAC1 ,TACR2 
TAC1 ,TACR1 
TAC1 ,DPP4 
TAC1 ,TACR3 
TAC1 ,OPRM1 
TAC1 ,FAP 
TAC1 ,CRELD2 
TAC1 ,TAC3 
TAC1,TACR2 
TAC1,TACR3 
PMCH ,PCSK1 
TRH ,TRHR 
M6PR ,COL5A1 
M6PR ,ITGA3 
M6PR ,L1CAM 
M6PR ,FBN1 
M6PR ,BSG 
M6PR ,BTD 
M6PR ,HSPA13 
M6PR ,PPT1 
M6PR ,HNRNPM 
M6PR ,ATP1B3 
M6PR ,C1QBP 
M6PR ,LGALS3BP 
M6PR ,SLC1A5 
M6PR ,P3H1 
M6PR ,HSD17B12 
M6PR ,TREML2 
M6PR ,CD276 
M6PR ,SV2A 
M6PR ,SCARB1 
M6PR ,TSPEAR 
M6PR ,SDF4 
M6PR ,SIAE 
M6PR ,PCYOX1 
M6PR ,DPP7 
M6PR ,STOML2 
M6PR ,HYOU1 
ITGAL ,CALR 
ITGAL ,KIR3DL1 
ITGAL ,KIR3DL2 
ITGAL ,CHI3L2 
ITGAL ,SDF2 
ITGAL ,SDF2L1 
ITGAL ,UGGT1 
ITGAL,ICAM5 
ITGAX ,JAM3
PZP ,TGFB2 
PZP ,CPB2 
NTF3 ,BDNF 
NTF3 ,NTRK3 
NTF3 ,NTRK3
NTF3 ,NTRK2 
NTF3 ,NTRK2
EDN2 ,CMA1 
EFNA1 ,EPHA2 
EFNA1 ,TGFBR1 
EFNA1 ,EPHA5 
EFNA1 ,EPHA7 
EFNA1 ,UNQ6114 
COL9A1 ,MAG 
COL9A1 ,COL9A3 
COL9A1 ,COL9A2 
COL9A1,MAG
COL5A1 ,COL5A3 
COL5A1 ,ITGA3 
COL5A1 ,L1CAM 
COL5A1 ,FBN1 
COL5A1 ,BSG 
COL5A1 ,BTD 
COL5A1 ,HSPA13 
COL5A1 ,PPT1 
COL5A1 ,LUM 
COL5A1 ,ATP1B3 
COL5A1 ,LGALS3BP 
COL5A1 ,P3H1 
COL5A1 ,TREML2 
COL5A1 ,CD276 
COL5A1 ,SCARB1 
COL5A1 ,TSPEAR 
COL5A1 ,SIAE 
COL5A1 ,PCYOX1 
COL5A1 ,DPP7 
COL5A1 ,HYOU1 
MAG ,MSR1 
MAG ,DCD 
MAG ,COL9A3 
MAG ,ANKAR 
MAG ,CRISPLD2 
MAG ,ITGA11 
CD247 ,TRAT1 
GRK2 ,PTCH1 
S1PR1 ,HTR1D 
FPR1 ,GRK2 
KITLG,CMA1 
KITLG,CLEC11A 
TBXA2R ,PRDX4 
MSR1 ,DCD 
MSR1 ,ANKAR 
MSR1 ,CRISPLD2 
MSR1 ,ITGA11 
FGF7 ,FGFR2 
FGF7 ,FGFR2
FGF7 ,FGFR2
FGF7 ,FGFR4
FGF7 ,FGFR3 
FGF7 ,FGFR3
FGF7 ,HSPG2 
FGF7 ,FGFBP1 
FGFR2 ,ANOS1 
FGFR2 ,FGF9 
FGFR2 ,MMP14 
FGFR2,FGF9 
FGFR2,EPHA4 
FGFR2,FGF8
BGN ,COL18A1 
BGN ,MFAP2
RYR1 ,BSG 
RYR1 ,TRDN 
RYR1 ,RYR2 
ERBB3 ,IL6ST
ERBB3 ,MASP1 
ERBB3 ,AGTR2 
ERBB3 ,B2M 
ERBB3 ,ROR1 
ERBB3 ,NRG1
ERBB3 ,NRG1
ERBB3 ,PON2 
ERBB3 ,ERBB4
ERBB3 ,NRG1 
DRD4 ,ADRA1B 
CD9 ,ITGA6 
CD9 ,ITGA6
CD9 ,ITGA3 
CD9 ,CD47 
CD9 ,ITGA7 
CD9 ,ITGA7
CD9 ,IL16 
CD9 ,TSPAN14 
CD9 ,ADAM2 
MATN1 ,ITGA1 
BMP6 ,ACVR2B 
BMP6 ,CHRDL2
TNXB ,NOTCH3 
GAS1 ,FPR3 
GAS1 ,SMC3 
IL10 ,IFNAR2 
IL10 ,IL10RA 
ACHE ,LAMA1 
ACHE ,COLQ 
ACHE,LAMA1 
ACHE,COLQ
CCL1 ,CCR1 
CCL1 ,CCR8 
ENPP1 ,GLG1 
ENPP1 ,EMILIN3 
FGFR4,FGF9 
FGFR4,EPHA4 
FGFR4,FGF8
VTN ,C9 
VTN ,C8A 
VTN ,C8B 
KCNA5 ,DLG1 
KCNA5 ,ERBIN 
GAL ,GALR1 
FGFR3 ,FGF9 
FGFR3 ,FGF8 
FGFR3 ,FGF8
FGFR3,FGF9 
FGFR3,EPHA4 
FGFR3,FGF8
FGFR3,FGF23 
NR4A1 ,HMGB2 
NR4A1 ,PPARG 
NR4A1 ,FGF12 
EVI2A ,RORC 
MMP8 ,CXCL5 
MMP8 ,BCAN 
CES1,BMPR2 
FBLN1 ,BSG 
FBLN1 ,MFAP5 
FBLN1 ,ADAMTSL2 
FBLN1 ,LTBP4 
FBLN1 ,NOTCH3 
ITGA6 ,ITGB7 
ITGA6 ,CD151 
ITGA6 ,LAMB2 
ITGA6 ,TSPAN14 
ITGA6 ,COL17A1 
ITGA6,BSG
ITGA6,CD151 
ITGA6,LAMB2 
ITGA6,ADAM9
ITGA6,COL17A1 
CA6 ,FCGRT 
CBLN1 ,CBLN3 
PTPRB ,CNTNAP1 
PTPRB ,TEK 
PTPRB ,CNTN1 
PTPRB ,CNTN1
PTPRB ,LAMA3 
PTPRD ,PTPRS 
PTPRD ,NELL1 
PTPRD ,AP2M1 
PTPRD ,SERAC1 
PTPRD ,COL17A1 
PTPRE,PTPRS
PTPRG ,TEK 
PTPRG ,ALK 
PTPRZ1 ,CNTN1 
OMG ,RTN4RL1 
BDNF ,NTRK2 
BDNF ,NTRK2
BDNF ,SORT1 
BDNF ,SORT1
NPPC ,ADM 
LAMA2 ,LAMB2 
LAMA2 ,LAMC3 
PRTN3 ,F2R 
PRTN3 ,CAMP 
PRTN3 ,F2RL1 
PRTN3 ,DEFA1 
PRTN3 ,DEFA3 
PRTN3 ,ARL8B 
PRTN3 ,DMBT1 
IL4R ,IL2RG 
IL4R ,IL13 
IL4R ,IL13RA1 
IL4R ,MFGE8 
IL4R ,XYLT1 
IL4R ,NAV2 
IL4R ,ERBIN 
IL4R ,ROBO2 
IL4R ,NRXN3 
IL4R,CD40
TNC ,CNTN1 
TNC ,CNTN1
TNC ,ITGA9 
TNC ,NID2 
TNC ,SMOC2 
TNC ,SMOC1 
CXCR1 ,CXCR2 
CXCR1 ,ADRA1A
CXCR1 ,CXCL5 
CXCR1 ,CXCL6 
CXCR2 ,ADRA1A
CXCR2 ,CXCL5 
CXCR2 ,CXCL6 
GRK2 ,CCR2
GRK2 ,CCR5 
GRK2 ,PTCH1 
F2R ,CHRD 
F2R ,PROCR 
AZGP1 ,WFDC2 
AZGP1 ,BPIFB1 
AZGP1 ,BPIFA1 
LAMA1 ,LAMB2 
FAS ,FASLG 
FAS ,APOA5 
FAS,CD47
CTSS ,CST5 
CD40 ,SLC7A1 
CD40 ,BSG 
CD40 ,ATP1B3 
CD40 ,CD47 
CD40 ,FAP 
CD40 ,PTPRJ 
CD40 ,TRAF2 
CD40 ,IL13RA2 
CD40 ,NPTN 
CD40,TRAF2 
ITGA3 ,L1CAM 
ITGA3 ,FBN1 
ITGA3 ,BSG 
ITGA3 ,BSG
ITGA3 ,BTD 
ITGA3 ,CD151 
ITGA3 ,HSPA13 
ITGA3 ,PPT1 
ITGA3 ,ATP1B3 
ITGA3 ,LGALS3BP 
ITGA3 ,LAMA4
ITGA3 ,P3H1 
ITGA3 ,TREML2 
ITGA3 ,CD276 
ITGA3 ,SCARB1 
ITGA3 ,TSPEAR 
ITGA3 ,SIAE 
ITGA3 ,PCYOX1 
ITGA3 ,DPP7 
ITGA3 ,HYOU1 
ITGB7 ,ITGAE 
ITGB7 ,MADCAM1
ITGB7 ,ITGA9 
ITGB8 ,MMP14 
PTX3 ,ITIH4 
CNTF ,CNTFR 
CNTF ,IL6ST 
CNTF ,IL6ST
CNTF ,LIFR 
S100A4 ,CALR 
S100A4 ,BTC 
S100A4 ,LGALS3BP 
S100A4 ,PRDX4 
S100A4 ,P3H1 
S100A4 ,NAXE 
S100A4 ,HBEGF 
S100A4 ,HYOU1 
HMGB2 ,S100A7 
HMGB2 ,PPARG 
HMGB2 ,PPT1 
HMGB2 ,FGF12 
HMGB2 ,HSPG2 
HMGB2 ,C1QBP 
HMGB2 ,SAR1A 
HMGB2 ,AP2M1 
KLRC1 ,B2M 
KLRC1 ,KLRD1 
KLRC1 ,KLRD1
KLRC2 ,KLRD1 
CD27 ,TRAF2 
MST1 ,MST1R 
IL3RA ,CSF2RB 
CNTFR ,IL6ST 
CNTFR ,IL6ST
CNTFR ,LIFR 
CNTFR ,CLCF1 
ACVR2A ,ACVR1B 
ACVR2A ,ACVR1B
ACVR2A ,TGFBR3 
ACVR2A ,ACVR2B 
ACVR2A ,IGSF1 
ACVR2A ,ERBIN 
DPP4 ,CXCL12 
DPP4 ,CXCL12
DPP4 ,CXCL12
DPP4 ,CCL11 
DPP4 ,CXCL9 
DPP4 ,FAP 
COL8A1 ,ITGA1 
COL8A1 ,ADAMTSL4 
COL8A1 ,Q9H3D5
CALR ,PRDX5 
CALR ,HLA-F 
CALR ,HLA-F
CALR ,BSG 
CALR ,KIR3DL1 
CALR ,KIR3DL2 
CALR ,MTNR1A 
CALR ,HSPA13 
CALR ,B2M 
CALR ,JAG1 
CALR ,LRP1 
CALR ,LGALS3BP 
CALR ,EFEMP1 
CALR ,PRDX4 
CALR ,SCARF1
CALR ,PON2 
CALR ,CHI3L2 
CALR ,HLA-G 
CALR ,P3H1 
CALR ,SDF2 
CALR ,NAXE 
CALR ,MYDGF 
CALR ,SDF4 
CALR ,ERP44 
CALR ,SDF2L1 
CALR ,CD93 
CALR ,UGGT1 
CALR ,HYOU1 
IL1R2 ,IL1RAP 
AOAH ,ADRA1B 
AOAH ,SAA4 
AOAH ,TGM4 
AOAH ,PAPPA 
AOAH ,ICAM4 
AOAH ,LTBP4 
AOAH ,OR8D2 
GABRB3,GABRA3 
GABRB3,GABRB2
GABRB3,GABRA4 
GABRB3,GABRA6 
GABRB3,GABRG3 
GRN ,RYK 
GRN ,SORT1 
GRN,HSPG2 
PTPRM ,PTPRS
PTPRM ,PTPRK
TNFRSF8 ,TNFSF8 
TNFRSF8 ,LPAR4 
TNFRSF8 ,LPAR2 
TNFRSF8 ,WNT16 
ADORA2A ,NAMPT 
CCN2 ,TGFB2 
CCN2 ,LRP1 
CCN2 ,ERBB4 
EPHA2 ,CDH5 
EPHA2 ,EFNA3 
EPHA2 ,EFNA4
EPHA2 ,EFNA5 
EPHA2 ,EPHB4 
EPHA2 ,EFNB1 
EPHA2 ,EPHA7 
EPHA3 ,EFNA5 
EPHA3 ,ADAM10 
EPHA3 ,MMRN1 
EPHA3 ,EPHA7 
EPHA8 ,EFNA4
EPHA8 ,EFNA5 
EPHB2 ,RYK 
EPHB2 ,EFNB1 
EPHB2,EFNA5 
EPHB2,EFNB1 
TACR3 ,TAC3 
COL4A5 ,COL4A4 
COL4A5 ,COL4A3 
IL12A ,IL12B 
IL12A ,IL12RB1 
IL12A ,IL12RB2 
IL12B ,IL12RB1 
IL12B ,IL12RB1
IL12B ,IL23R 
IL12B ,IL12RB2 
IL12B ,IL23A 
SERPINA4 ,TNFRSF14 
AQP1 ,ADAMTSL4 
AQP1 ,Q9H3D5
PRDX5 ,BSG 
PRDX5 ,B2M 
PRDX5 ,MYDGF 
CD6 ,ALCAM 
BDKRB2 ,AGTR1 
HLA-F,HLA-G 
HLA-F,LILRB1 
AVPR2 ,AGTR1 
LRPAP1 ,VLDLR
LRPAP1 ,LRP1 
LRPAP1 ,LRP8 
LRPAP1 ,SORT1 
LRPAP1 ,SORT1
LRPAP1 ,SDF2L1 
LRPAP1 ,LRP1B 
ADORA1 ,P2RY1 
ADORA1 ,GRM1 
SLC7A1 ,BSG 
SLC7A1 ,ATP1B3 
SLC7A1 ,CD47 
SLC7A1 ,FAP 
SLC7A1 ,PTPRJ 
SLC7A1 ,IL13RA2 
SLC7A1 ,NPTN 
SSTR1 ,SSTR5 
SSTR1 ,SST 
SSTR2 ,SSTR3 
SSTR2 ,SST 
CHRNB4 ,CHRNA3 
CHRNB4 ,CHRNA2 
NTSR1 ,NTS 
LCN1 ,LMBR1L 
LCN1 ,SMC3 
S100A7 ,FBN1 
S100A7 ,PPT1 
S100A7 ,VCP 
S100A7 ,DCD 
S100A7 ,RYR2 
SSTR4 ,SST 
SDC4 ,LTBP2 
IL2RG ,IL15 
IL2RG ,IL15
IL2RG ,IL2 
IL2RG ,IL9R
IL2RG ,PTPRJ 
IL2RG ,IL15RA 
IL2RG ,IL21 
L1CAM ,FBN1 
L1CAM ,BSG 
L1CAM ,BTD 
L1CAM ,HSPA13 
L1CAM ,PPT1 
L1CAM ,ATP1B3 
L1CAM ,LGALS3BP 
L1CAM ,P3H1 
L1CAM ,TREML2 
L1CAM ,CD276 
L1CAM ,SCARB1 
L1CAM ,TSPEAR 
L1CAM ,SIAE 
L1CAM ,PCYOX1 
L1CAM ,DPP7 
L1CAM ,HYOU1 
L1CAM,CNTN2 
L1CAM,CNTN1
MC4R ,MC1R 
CCR1 ,CCL7 
CCR1 ,CCL14 
CCR1 ,CCL14
CCR1 ,CCL26 
IFNA8 ,IFNAR2 
IFNA8 ,IFNAR2
CSF2RB ,KDR 
CSF2RB ,IL5RA 
CSF2RB ,IL5RA
ICAM3 ,ITGAD 
ICAM3 ,CLEC4M
CDH5 ,KDR 
NTF4 ,NTRK2 
NTF4 ,NTRK2
NTF4 ,NTRK2
BMP8B ,WFIKKN1 
GABRA3 ,GABRB2 
GABRA3 ,GABRB2
GABRA3 ,GABRA4 
GABRA3 ,GABRA6 
GABRA3 ,GABRG3 
RYK ,EPHB3 
RYK ,WNT3A 
RYK ,FZD8 
PTGER1 ,PTGDS 
PTGER1 ,PTGFR
PTGER1 ,PTGER3
PRSS3 ,OR3A2 
PRSS3 ,TGM4 
PRSS3 ,GDF10 
PRSS3 ,DCD 
PRSS3 ,RYR2 
PRSS3 ,OR8D2 
BTC ,ERBB4
IL13 ,IL13RA1 
SFTPD ,MFAP4 
ADRA1B ,SAA4 
ADRA1B ,OR3A2 
ADRA1B ,TGM4 
ADRA1B ,DCD 
ADRA1B ,PAPPA 
ADRA1B ,ICAM4 
ADRA1B ,SLC1A5
ADRA1B ,LTBP4 
ADRA1B ,OR2T6 
ADRA1B ,RYR2 
ADRA1B ,AP2M1
ADRA1B ,OR8D2 
ADRA1B ,GABBR1 
APLNR ,APLN 
THBS2 ,THBS3 
SAA4 ,TGM4 
SAA4 ,PAPPA 
SAA4 ,ICAM4 
SAA4 ,LTBP4 
SAA4 ,OR8D2 
FBN1 ,FBN2 
FBN1 ,BSG 
FBN1 ,BTD 
FBN1 ,HSPA13 
FBN1 ,PPT1 
FBN1 ,ATP1B3 
FBN1 ,MFAP2
FBN1 ,TGFB2 
FBN1 ,FBLN2 
FBN1 ,HSPG2 
FBN1 ,LGALS3BP 
FBN1 ,LOXL1 
FBN1 ,MFAP5 
FBN1 ,TGFBI 
FBN1 ,IGFBP7 
FBN1 ,P3H1 
FBN1 ,TREML2 
FBN1 ,CD276 
FBN1 ,SCARB1 
FBN1 ,TSPEAR 
FBN1 ,MYOC 
FBN1 ,SIAE 
FBN1 ,FBLN5 
FBN1 ,PCYOX1 
FBN1 ,DPP7 
FBN1 ,HYOU1 
FBN2 ,MFAP2
FBN2 ,MFAP5 
TIE1 ,TEK 
TIE1 ,PTPRJ 
TIE1 ,PSG5 
BSG ,BTD 
BSG ,HSPA13 
BSG ,PPT1 
BSG ,HNRNPM 
BSG ,ATP1B3 
BSG ,VCP 
BSG ,C1QBP 
BSG ,LGALS3BP 
BSG ,CD47 
BSG ,FAP 
BSG ,PTPRJ 
BSG ,IL13RA2 
BSG ,SLC1A5 
BSG ,P3H1 
BSG ,HSD17B12 
BSG ,TREML2 
BSG ,CD276 
BSG ,SV2A 
BSG ,SCARB1 
BSG ,TSPEAR 
BSG ,MYDGF 
BSG ,SDF4 
BSG ,ERP44 
BSG ,SIAE 
BSG ,SDF2L1 
BSG ,PCYOX1 
BSG ,DPP7 
BSG ,STOML2 
BSG ,SMC3 
BSG ,HYOU1 
BSG ,NPTN 
TIMP3 ,AGTR2 
TIMP3 ,MMP14 
TIMP3 ,EFEMP1
TIMP3 ,ADAM15 
TIMP3 ,ADAMTS5 
FLT4 ,VEGFC 
KDR ,COL18A1 
KDR ,P2RY2 
KDR ,VEGFC 
KDR ,PTPRJ 
BMPR1A ,ACVR2B 
BMPR1A ,BMPR2 
ACVR1B,TGFBR1
ACVR1B,ACVR2B 
ACVR1B,ACVR1C
TGFBR1 ,TGFB2 
TGFBR1 ,CUL5 
TGFBR1,TGFB2 
TGFBR1,ACVR2B 
TGFBR1,ACVR1C
TGFBR1,CUL5 
TGFBR1,MYOC 
SERPINF1 ,PTGDS 
SERPINF1 ,MUC2 
SERPINF1 ,PTPRH 
SERPINF1 ,IL20RA 
SERPINF1 ,FCGBP 
ACVRL1 ,TGFBR3 
PPARG ,FGF12 
CCL1 ,FPR3 
CCL1 ,SMC3 
SNCA ,SDF4 
FPR3 ,SMC3 
MMP12 ,PLAUR
GDNF ,GFRA1 
GDNF ,GFRA1
IL6ST ,LIFR 
IL6ST ,PLAUR 
IL6ST ,IL11RA 
IL6ST ,CTF1 
IL6ST ,OSMR 
IL6ST,LIFR 
IL6ST,PLAUR
IL6ST,IL11RA
IL6ST,CTF1
IL6ST,IL31RA
TXLNA ,TRAF2 
IL15 ,IL15RA 
OPRD1 ,OPRK1 
OPRL1 ,PNOC 
PTGDS ,MUC2 
PTGDS ,PTPRH 
PTGDS ,IL20RA 
PTGDS ,FCGBP 
CCR2 ,CCL11 
CCR2 ,CCR5 
CCR2 ,CCL8 
CCR2 ,CCL7 
CCR2 ,DEFB103A 
CCR2 ,CCL13 
CCR2 ,CCL26 
CCR2,CCL11 
CCR2,CCR5 
CCR2,CCL8 
CCR2,CCL7 
CCR2,CCL13 
ASIP ,MC1R 
GRIA1 ,GRIA4 
GRIA1 ,GRIA4
GRIA1 ,TRPC1
GRIA1 ,DLG1 
GRIA1 ,GRIK2
GRIA1 ,CACNG2 
GRIA2 ,GRIA3 
GRIA2 ,GRIP1 
IL12RB1 ,IL23R 
IL12RB1 ,IL12RB2 
IL12RB1,IL23R 
IL12RB1,IL12RB2 
IL12RB1,IL23A 
LIFR ,CTF1 
LIFR ,CTF1
LIFR ,IL31RA
GDF5 ,ACVR2B 
GDF5 ,BMPR2 
GDF5 ,CHRDL2
GUCA1A ,GUCY2D 
DCC ,SLC1A5 
DCC ,NTN4 
BTD ,HSPA13 
BTD ,PPT1 
BTD ,ATP1B3 
BTD ,LGALS3BP 
BTD ,P3H1 
BTD ,TREML2 
BTD ,CD276 
BTD ,SCARB1 
BTD ,TSPEAR 
BTD ,SIAE 
BTD ,PCYOX1 
BTD ,DPP7 
BTD ,HYOU1 
TNFRSF4 ,TRAF2 
KIR3DL1 ,KIR3DL2 
KIR3DL1 ,CHI3L2 
KIR3DL1 ,SDF2 
KIR3DL1 ,SDF2L1 
KIR3DL1 ,UGGT1 
KIR3DL2 ,CHI3L2 
KIR3DL2 ,SDF2 
KIR3DL2 ,SDF2L1 
KIR3DL2 ,UGGT1 
CHRNA4 ,CRELD2 
MMP13 ,MMP14 
MMP13 ,CCL7 
MMP13 ,LRP1 
MMP13 ,BCAN 
MMP13 ,BCAN
MMP13 ,ADAMTS5 
CCR10 ,CCL7 
XCR1 ,XCL1 
XCR1 ,XCL2 
NOTCH1 ,NOTCH2 
NOTCH1 ,AMOT 
NOTCH1 ,CPVL 
NOTCH1 ,GRIP1 
GABRB2,GABRA4 
GABRB2,GABRA6 
GABRB2,GABRG1 
GABRB2,GABRG3 
OR3A2 ,DCD 
OR3A2 ,SLC1A5
OR3A2 ,OR2T6 
OR3A2 ,RYR2 
OR3A2 ,OR8D2 
NPTX2 ,NPTX1 
FASLG ,MIA 
MTNR1A ,MTNR1B 
MTNR1A ,GPR50 
GRIA4,CACNG2 
NPBWR2 ,NPW 
NPBWR2 ,NPB 
GABRA4 ,GABRA6 
GABRA4 ,GABRG3 
REG1B ,CRELD2 
CD151 ,ITGA7 
CD151 ,ITGA7
IFNAR2 ,IL10RA 
IFNAR2 ,IL22 
NMU ,NMUR1 
HSPA13 ,PPT1 
HSPA13 ,ATP1B3 
HSPA13 ,LGALS3BP 
HSPA13 ,EFEMP1 
HSPA13 ,P3H1 
HSPA13 ,TREML2 
HSPA13 ,CD276 
HSPA13 ,SDF2 
HSPA13 ,SCARB1 
HSPA13 ,TSPEAR 
HSPA13 ,SDF4 
HSPA13 ,ERP44 
HSPA13 ,SIAE 
HSPA13 ,SDF2L1 
HSPA13 ,PCYOX1 
HSPA13 ,DPP7 
HSPA13 ,HYOU1 
MASP1 ,B2M 
MASP1 ,FCN2 
MASP1 ,AP2M1 
MASP1,FCN2
CCN3 ,CTGF 
C9 ,C8A 
C9 ,C8B 
TRPC1 ,ITPR3 
TRPC1 ,TRPC7 
TRPC1,BMPR2 
TRPC1,ITPR2 
TRPC1,ITPR3 
PTH2R ,PTH2 
TGM4 ,GDF10 
TGM4 ,PAPPA 
TGM4 ,ICAM4 
TGM4 ,LTBP4 
TGM4 ,OR8D2 
CXCR3 ,CCL11 
CXCR3 ,CCL7 
CXCR3 ,CXCL9 
CXCR3 ,CCL13 
PRLHR ,PRLH 
PRLHR ,GRIP1 
VEGFC ,ITGA9 
CAMP ,KLK5 
